Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.223908682,0.1667698,0.299296695,0.784026517,45.97222529,40.14985008,43.43643392,42.11900458,43.41354352,,61.76107054,37.77921746,25.97643892,36.03336805,37.7786834,33.91665524,18.36378828,24.22850715,24.58097179,38.52758819,36.23508677,7.128014719,24.59661903,33.60377909,30.95793203,31.62526422,35.59825328,32.64121012,22.0580477,29.43492727,44.94719333,38.30580102,32.33429439,37.11036948,43.76629173,54.22018069,53.16843145,49.33048497,54.16617077,36.80162558,48.02838859,60.2357162,59.81890007,56.08821637,53.39691894,38.48250644,
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000400805,0.001409322,0.001308765,0.009987957,2.574046899,2.072501119,2.18546147,1.8291664,1.692306044,5.405209677,6.514224022,4.948215275,3.163776468,4.856346613,4.832527898,4.481369036,1.50527881,2.783139371,1.717982742,2.729987187,3.625499792,1.549434407,1.893558475,1.617706863,1.32031895,1.474411038,1.967926873,1.629224601,0.704072903,1.62383611,3.070956452,2.220126757,2.642435021,3.134476591,3.833085085,4.848479273,4.804703312,4.003419716,4.637139575,2.250047849,2.820402109,3.993422265,3.784363876,3.467099274,2.500157434,0.986756842,
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liberia,LBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77241745,20.57013704,19.4930619,18.98965315,18.425632,23.47086166,27.94538135,22.44582348,14.83226288,16.9395516,30.06802803,26.63454522,45.38234668,45.95960308,55.44237397,60.89478893,65.42039096,58.2770577,60.20626508,44.38170445,54.11297986,49.20984895,,,,,
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000379207,0.001342241,0.001259701,0.009562659,2.530033792,2.116875069,2.222272225,1.850490727,1.705009256,5.365614295,6.386853885,4.827880503,3.09873467,4.771848096,4.755625592,4.442005021,1.490048973,2.735301205,1.685527445,2.675303663,3.556120009,1.520691499,1.837208442,1.571481936,1.282891604,1.420611827,1.894688178,1.565154196,0.676812919,1.5579852,2.949637445,2.136055063,2.543153333,3.009608277,3.656695558,4.631041296,4.578676852,3.818925512,4.439412088,2.153410317,2.695762378,3.811007794,3.598791018,3.291632782,2.379146754,0.933219953,
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,0.002029932,0.121577424,0.207695814,0.184853703,0.354022101,0.353864968,0.264264406,0.20853192,0.24536047,0.315281924,2.231444902,1.039136828,1.998138995,1.934138558,2.896779011,5.214639267,2.97301003,3.817108996,3.417818894,3.969107417,4.007233402,5.048396861,4.477017772,2.352069511,4.595840161,7.645387727,5.771604348,5.961041544,5.949260522,8.668944702,14.14957134,14.78131316,15.29754626,18.99926939,8.561255283,11.18896907,13.60231987,10.34194303,9.098866982,6.908371136,2.14450785,
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0.426359348,0.326330764,0.384086324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lower middle income,LMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.024654528,0.087314331,0.357440407,0.916834196,5.111091133,4.011586004,4.757842406,5.135397097,4.504000598,11.04449745,9.515290849,6.357170805,4.030392817,4.995183171,5.612066038,5.42820963,2.338174731,3.04732703,2.309982476,3.896623363,5.22690181,3.223947113,3.260527631,3.099687103,2.626215778,2.611507126,3.061441351,2.684244168,1.505413257,2.420128162,4.288546723,3.179007403,2.9385876,2.963331506,3.670352425,4.775501946,4.741115464,4.17734915,4.755295366,2.301027117,2.876028989,3.803010084,3.331979351,2.812695644,2.261653252,0.798809384,
Low & middle income,LMY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.010553023,0.048624282,0.153114696,0.36234319,5.218184255,4.353756165,5.023272811,5.021977002,4.749270446,11.01147326,9.561757494,6.069621855,4.377792692,5.437814314,5.562008641,5.44193181,2.17951639,3.530613421,2.636423196,4.675260821,6.006090654,2.640274211,2.74755917,2.829595502,2.360733548,2.413583151,2.975008769,2.48813865,1.179683551,2.337111025,4.352481336,3.214679787,3.32630387,3.657516456,4.705082619,6.130252566,6.210166279,5.373790865,6.176137979,3.223165518,3.981529299,4.943295597,4.308825714,3.751129771,3.103947051,1.173005469,
Lesotho,LSO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.004904601,0.05571822,0.120509375,0.250894188,3.841340332,4.127251328,4.812669261,4.61069847,4.753521844,8.504049953,10.49035835,6.98374932,4.250131457,5.700544833,6.043967763,5.548253516,2.498064126,3.722441622,2.722242527,5.090806963,6.066458301,2.651079985,3.049681616,2.911893802,2.261789852,2.091434137,2.562345172,2.14695562,1.008418388,2.196149067,4.245681445,3.126094372,3.137863694,3.526357408,4.215520349,5.481581746,5.603397904,4.692607381,5.296649324,2.836402859,3.574755861,4.526361094,4.254506754,3.691003398,3.191349356,1.441389861,
Lithuania,LTU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102513876,0.125459285,0.10345856,0.028319524,0.103215421,0.301227007,0.336634159,0.282977132,0.229373931,0.204422195,0.194386404,0.168169683,0.113176601,0.125725108,0.05622478,0.082358565,0.107271545,0.104065408,0.088434571,0.074746444,0.026292236,
Luxembourg,LUX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latvia,LVA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Macao SAR, China",MAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,4.74E-05,4.35E-05,7.26E-05,0.000206869,0.028490888,0.024288527,0.025451795,0.02509685,0.021100577,0.049062103,0.038125647,0.033684177,0.028090129,0.031273956,0.03880632,0.033356427,0.003163603,0.007872679,0.003094834,0.002257061,0.008925467,0.002372844,0.003443208,0.002346169,0.001323855,0.002610434,0.003073424,0.00467709,0.002347723,0.000698757,0.003109448,0.004210099,0.001947151,0.00065839,0.001542626,0.009163609,0.009885844,0.009427615,0.009484656,0.005474567,0.005283515,0.005295623,0.004927989,0.003911951,0.003121674,0.001432133,
Monaco,MCO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.062660797,0.059637556,0.102898489,0.305537501,28.49754482,23.16829746,24.70961024,24.32462348,22.83266868,48.2623857,39.6590482,26.6226624,18.16558393,17.30397556,16.60906169,14.57230437,6.949184599,11.79958377,10.66557645,17.10655567,19.74891284,14.59041423,14.95561143,15.69078657,13.57184774,13.54489545,15.98259153,13.82084166,8.148909117,11.99809356,20.44760937,15.8557657,15.8155983,18.70937537,23.52911314,29.93749399,30.74491287,27.53600825,31.09898939,18.68751763,23.01723895,27.58012167,25.63776599,24.05853557,22.11900732,12.55113258,
Mexico,MEX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000153817,0.000591713,0.000585246,0.004619372,1.643022383,1.619127596,2.094540884,2.452052896,2.383030643,7.425628383,9.14728122,6.950636612,6.751699144,10.59735811,8.601913512,7.813948437,3.497518944,6.51735663,3.360358284,4.777762062,5.970032607,2.656478862,2.555446348,1.784484446,1.555183267,2.643885417,3.237735275,2.398251893,0.989545049,1.749619332,3.058124801,2.095956574,2.274759317,3.044029693,3.853246941,5.174539618,5.31295293,4.714842826,5.597241845,2.996435229,3.795943511,5.350450821,5.052324054,4.425837485,3.688979226,1.308695856,
Marshall Islands,MHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.010553023,0.049096415,0.154719374,0.36583207,5.265076867,4.441242074,5.120404651,5.11885379,4.848148047,11.22006214,9.739130932,6.1909359,4.462388463,5.536153012,5.645088683,5.518999383,2.213479489,3.580845951,2.67430941,4.731425034,6.072677492,2.672444233,2.776660625,2.857938538,2.377292414,2.430486534,2.996460323,2.505754501,1.188176783,2.354703099,4.392706736,3.239289983,3.353388433,3.685468539,4.724274395,6.15386361,6.234334207,5.393074201,6.152992222,3.216624632,3.967700492,4.929123045,4.324926128,3.756866042,3.10642213,1.175508945,
"Macedonia, FYR",MKD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Myanmar,MMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94437225,1.083917068,1.415359263,1.199650276,1.655524886,2.567033479,2.347207276,1.709851121,1.453072521,0.569347884,0.668058288,0.78096585,0.701820074,0.646514853,0.462061385,0.148943873,
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.042250267,0.039367534,0.067130134,0.205227051,22.47489967,18.4521065,18.98379357,18.48782228,17.72471601,35.77736921,24.74863073,13.80100862,12.39512797,11.70924255,10.962178,10.6108125,3.94312922,8.368089956,7.720425728,12.90819567,13.95746335,9.649725959,8.899660952,12.43369747,10.91483674,10.85707185,12.21183246,10.54408721,5.880187851,9.005472387,15.95948073,12.18997005,12.94930336,14.83733801,20.43451368,25.8758748,27.02683977,23.918438,26.6497673,15.57774037,18.8665091,21.28491217,17.63475948,17.06398427,16.28267411,8.143383041,
Montenegro,MNE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,
Mongolia,MNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070691417,0.117631692,0.083607972,0.149275738,0.200636427,0.264793165,0.291392019,0.48731485,0.890968054,1.316182623,1.216640554,1.476699145,1.808776762,2.039479373,2.516625711,3.272894554,1.122950548,
Northern Mariana Islands,MNP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033495452,0.072935797,0.095541698,0.096589326,0.123912151,0.057102529,0.107073374,0.134039841,0.133860801,0.153714526,0.14329514,0.049448537,
Mauritania,MRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6307637,7.989834242,7.404925095,3.416139685,3.263849077,3.983588803,3.341873637,2.739503131,2.073638073,,
Mauritius,MUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malawi,MWI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0.173720825,0.413879167,0.593967896,2.429927457,3.107456754,4.770246963,5.06694878,4.980485078,12.62599001,12.03877135,8.34970159,5.227470394,7.597359747,8.352771026,9.272563218,5.502210299,7.101194416,5.262675977,7.49041865,9.744353569,5.042588171,4.69522704,3.922345919,3.219590028,3.165298207,3.507218097,3.096397478,2.190913429,3.119297079,4.914688526,3.775644049,3.812803,4.327054047,5.393317898,6.895025626,6.802098817,5.742287435,6.850630693,3.550614778,4.508026404,5.163052905,4.692430055,4.008018752,3.471858006,1.429924574,
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.423508317,0.416485193,0.41558429,0.459244895,1.62485907,1.436126566,1.398675858,1.476204998,1.393959526,2.581527511,3.188547565,2.316635021,1.507495257,1.67492243,1.542359018,1.440975191,0.621790368,0.831515536,0.565419154,0.692750694,0.874579214,0.584340824,0.555283294,0.446655764,0.365433726,0.384385535,0.454692755,0.293526714,0.102882535,0.219904994,0.41475818,0.242080071,0.249468074,0.279022006,0.365079381,0.426795893,0.438009503,0.432778019,0.735850334,0.364956759,0.471944368,0.595500349,0.444081739,0.527059445,0.453444067,0.062917531,
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337462276,2.77029942,4.272640624,4.790735408,1.665973824,
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,2.437431406,6.793821235,29.62290403,20.24036867,19.80711901,22.70961933,20.01634509,46.32035602,32.56819086,17.199319,12.14901632,19.79766056,27.05574203,30.6350897,17.90056079,23.92251839,21.95503857,40.42034821,45.05592272,30.1829696,31.45912525,54.08481387,40.45008839,27.26957599,30.84340261,28.27119942,13.82444339,22.45672676,34.39565452,27.42682571,18.44346118,19.07246083,24.83505613,30.19686886,26.57171433,25.1547703,26.16250085,15.21101817,12.44556996,17.07136245,14.69474154,11.32576954,8.65367139,3.033854774,
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000826769,0.001091547,0.000928833,0.001048162,0.04914308,0.041590179,0.046476007,0.046216324,0.039581124,0.088853794,0.101296992,0.108323201,0.098114058,0.179506928,0.222132171,0.258099781,0.091798623,0.11302398,0.072289816,0.101295433,0.117872534,0.049403758,0.040411892,0.037795507,0.041748094,0.031024448,0.035186634,0.027925651,0.004634258,0.017929681,0.040777864,0.027862009,0.044464998,0.044981292,0.049481234,0.051244931,0.051442688,0.072168681,0.074660269,0.032500984,0.037650757,0.057013367,0.060200394,0.053706437,0.063513636,0.027933322,
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.000585773,0.002984258,0.003527954,0.183461168,0.82794374,1.411587349,1.434966514,1.645172395,4.324096317,5.714497537,4.802775357,3.644522601,5.18496741,5.76550681,5.741164058,2.06814127,3.240723257,2.599245634,5.447276655,6.981955039,3.70954119,4.12209745,4.602976585,4.462843541,4.480927696,6.482861251,5.176694451,1.092144152,4.41033375,10.56378408,7.725825678,7.135869092,7.08160587,8.281051592,9.821407389,9.675737257,7.996820001,9.166138926,5.390464152,6.376688883,7.808835778,6.67162465,5.726514174,5.499033327,3.043252633,
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nauru,NRU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0.006652048,0.012561619,0.069563475,0.080808785,0.220686245,0.304498353,0.221207065,0.331090317,0.289436595,0.269920653,0.247745027,0.314267025,0.475042646,0.625539783,0.260429979,0.284871566,0.229608151,0.387552581,0.540486769,0.335844572,0.359480825,0.325554068,0.238118229,0.188087207,0.279665074,0.344586287,0.163110173,0.234639903,0.464398064,0.304569552,0.230099877,0.157158075,0.159054982,0.20899604,0.241666558,0.452247021,0.948908826,0.466565555,0.602334772,0.682543224,0.533245619,0.379642401,0.352351718,0.140225852,
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.25511539,0.205704018,0.196061006,0.203523684,0.755037524,0.66377739,0.687907736,0.72605944,0.654791555,1.318420898,1.616351157,1.344268647,0.94443817,1.133695259,1.106597598,1.048278804,0.370289024,0.489264778,0.317652704,0.429560066,0.523681224,0.306304185,0.294605743,0.259997773,0.222268919,0.225715021,0.29694273,0.227660547,0.076526095,0.184158538,0.38898317,0.263103437,0.271675313,0.288350667,0.350940782,0.452836089,0.474633098,0.438597099,0.601014105,0.305097455,0.405414541,0.527835342,0.450532285,0.452116652,0.39058286,0.110732074,
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.274564242,0.204193758,0.311173047,0.852372649,41.44527202,37.81937556,38.41014038,38.00106061,36.27066213,71.41826865,50.64072648,38.05773484,30.39736484,35.04596869,33.04873366,34.14253607,22.5907661,33.40481742,26.25524289,37.339567,44.94245477,27.18131331,27.41501996,26.70246208,24.12988571,26.6250497,32.45053955,28.14736226,17.81180728,27.27161419,41.81264304,33.7319586,31.46345864,31.9308916,35.79291873,42.43630756,40.46178106,37.06487292,37.06052167,28.93863808,35.34029379,45.45574605,41.90027227,39.8954941,35.27406028,20.45187951,
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.761822136,2.65914011,5.641687144,34.4641457,26.8669935,24.2663306,23.60508954,22.89273851,48.99512107,34.32149831,20.93072951,14.50307096,16.47305422,18.73930953,17.55214813,7.802398698,9.521827085,6.916720448,11.65714511,15.0962447,8.053450504,8.178169965,8.142031207,7.011727158,6.363119159,7.752784121,7.950195869,4.539060217,7.284441203,11.95450493,8.736025592,8.491981847,8.100848351,9.796731248,14.67392299,15.16857004,13.17132836,15.13650531,8.360894208,10.32151864,12.24722845,11.75786113,10.17321821,8.632686124,4.220930894,
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.01641593,0.011746759,0.001480522,0.011631075,0.005770972,0.073134539,0.263047073,0.209178429,0.485746211,0.440891078,0.33131582,0.250524687,0.342577271,0.313251542,0.657412428,0.459105687,0.630780472,0.425741275,0.701071288,1.108584891,0.695725303,0.605293679,0.514369643,0.457955452,0.432783687,0.548936494,0.494614654,0.289697409,0.455679583,0.702689829,0.631923992,0.660652737,0.62945041,0.752260919,0.955220973,0.957260244,0.976275696,1.08271503,0.561675217,0.731173779,0.948689593,1.03850395,1.021664719,0.80378573,0.309943519,
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000113281,0.000379491,0.000393903,0.003384841,1.064183459,0.79104724,1.027100349,1.178505627,2.248407503,7.581348786,8.916918646,6.044724602,3.46216658,5.273106772,5.338254912,5.656657578,1.969949959,2.566465897,2.02038913,2.207031726,2.757456115,0.950289517,1.027478022,1.103348717,0.79778643,0.734916758,0.942604213,0.746242059,0.320837732,0.694757193,1.240460501,0.841433207,0.867769129,0.917066961,1.059162545,1.53447883,1.62156213,1.42385988,1.716459986,0.869931895,1.131655515,1.494384906,1.285700461,1.178664461,1.165096755,0.37728441,
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.739252372,0.319424007,0.114372266,0.120521272,0.239391746,0.21470245,0.152752701,0.086793574,0.072656784,0.051662692,0.060680446,0.07378226,0.025252863,0.071699713,0.068255322,0.026106937,0.014085538,0.005394756,0.004346852,0.002395288,0.003909938,0.01055349,0.015017099,0.099530859,0.105521798,0.120841167,0.211271738,0.191888009,0.178535215,0.23765605,0.148423029,0.177990062,0.221866664,0.158721447,0.126132272,0.119875479,0.038469154,
Palau,PLW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020131115,5.120116395,10.25314172,7.264740238,8.5790013,9.854244333,7.006664979,4.578797775,10.42651219,14.80982471,11.6990143,10.05938862,9.050712908,10.32599503,11.19367551,12.73335305,10.77311817,10.94770008,4.703487559,5.66445325,6.076988255,4.427689231,3.360649864,4.079544523,,
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015931012,0.008450385,0.008455256,0.012400358,0.010221391,0.009556532,0.011313677,0.010592152,0.002412173,0.013257541,0.043082094,0.032837457,0.030944293,0.037473476,0.050078414,0.060404309,0.070620017,0.048426935,0.05696779,0.030060273,0.042852969,0.054233501,0.061816762,0.075871752,0.064482814,0.029826714,
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,21.74923271,14.81391507,15.10343913,15.39079072,13.99406524,37.61068827,27.71402604,11.91432519,9.231157379,12.02150399,13.99427829,15.94949759,7.333590253,11.32384718,10.65205199,17.35765535,12.44241827,10.79805124,13.38141042,13.75537799,13.11536183,11.53724468,14.52944191,13.10041602,6.14391272,11.44802486,18.77609469,14.46177624,11.6992707,11.4729129,22.81647695,29.0385911,27.82253515,26.38331204,30.16259047,17.03154142,18.38275381,24.1721938,21.20230136,17.94395597,15.05835918,7.261570442,
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People‰Ûªs Rep.",PRK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Bank and Gaza,PSE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
